ticker,rating,score,as_of_date,generated_at_utc,universe,source
QMMM,99,33.616641,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
MGRT,99,21.159764,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
AXTI,99,20.143439,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
BW,99,11.730047,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
SNDK,99,9.190559,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
BNAI,99,7.193841,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
RLMD,99,6.344119,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
ERAS,99,5.879053,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
TERN,99,5.69909,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
LITE,99,5.194058,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
RGC,99,5.110793,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
KOD,99,4.693515,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
BVC,99,4.678485,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
AAOI,99,4.651951,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
HYMC,99,4.615696,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
TNGX,99,4.033108,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
ANRO,99,3.964471,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
LWLG,99,3.740066,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
STTK,99,3.630434,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
SLGL,99,3.543407,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
PRAX,99,3.416806,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
MTC,99,3.414031,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
CELC,99,3.32042,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
ILLR,99,3.275239,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
AEHR,99,3.213721,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
BE,98,3.146677,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
CLYM,98,2.960164,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
PL,98,2.810545,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
WDC,98,2.795887,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
OPTX,98,2.785509,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
CIEN,98,2.726268,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
DMRA,98,2.715212,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
CAR,98,2.671157,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
OVID,98,2.658457,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
BBGI,98,2.641824,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
IRD,98,2.573112,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
ARTV,98,2.542805,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
NBTX,98,2.477496,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
ALMS,98,2.3668,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
ORKA,98,2.301486,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
PRLD,98,2.267508,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
ALM,98,2.264325,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
WATT,98,2.24682,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
STRO,98,2.246368,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
IMMX,98,2.15579,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
LASR,98,2.152676,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
ALTO,98,2.137969,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
NKTR,98,2.116,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
SYRE,98,2.110139,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
FIEE,98,2.104747,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
TSEM,98,2.080145,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
RLAY,98,2.062284,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
VIAV,98,1.971473,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
ONDS,98,1.970335,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
STX,98,1.96918,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
NUAI,98,1.945987,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
TLYS,98,1.930004,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
CAPR,98,1.925553,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
FSLY,98,1.91916,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
EDSA,98,1.904618,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
WULF,98,1.87728,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
IPSC,98,1.873003,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
DNTH,98,1.853847,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
MOVE,98,1.830043,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
IRWD,98,1.820225,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
COHR,98,1.80374,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
CRVS,98,1.800196,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
VICR,98,1.795121,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
FORM,98,1.754025,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
INBX,98,1.732301,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
XWIN,98,1.728878,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
VSAT,98,1.699209,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
MAMK,98,1.699166,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
ANTX,98,1.694581,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
TER,98,1.663877,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
MU,97,1.655173,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
AP,97,1.630982,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
SNSE,97,1.617239,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
EQ,97,1.593754,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
AUGO,97,1.570632,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
EFOI,97,1.534502,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
AMPX,97,1.524606,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
COGT,97,1.488998,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
NAUT,97,1.485772,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
CVGI,97,1.481384,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
ENLT,97,1.474677,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
ICHR,97,1.473384,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
LPTH,97,1.473015,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
AFJK,97,1.47014,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
NBIS,97,1.456574,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
SATS,97,1.445306,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
KMRK,97,1.445277,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
TOYO,97,1.442654,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
NEGG,97,1.441295,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
KORE,97,1.412585,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
APLD,97,1.404344,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
CIFR,97,1.401248,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
NERV,97,1.396682,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
TTMI,97,1.39245,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
FBRX,97,1.376904,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
UCTT,97,1.371156,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
BIOA,97,1.371125,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
PVLA,97,1.365029,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
HUT,97,1.360824,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
DAWN,97,1.34982,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
SIDU,97,1.346002,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
TYGO,97,1.341179,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
FOSL,97,1.325992,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
RVMD,97,1.324024,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
ROMA,97,1.31082,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
IREN,97,1.302509,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
POWL,97,1.28227,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
NESR,97,1.275938,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
SPHR,97,1.273202,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
MAGH,97,1.247752,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
ZNTL,97,1.24163,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
CTMX,97,1.21981,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
ARWR,97,1.219544,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
IBRX,97,1.219068,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
AGX,97,1.21385,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
FIX,97,1.194197,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
SRZN,97,1.191361,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
GLW,97,1.189805,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
OCC,97,1.173154,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
AGH,97,1.143188,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
MAAS,96,1.125697,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
TYRA,96,1.113473,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
ASYS,96,1.112258,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
AMKR,96,1.098534,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
TRON,96,1.090593,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
DSGN,96,1.087862,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
ACRS,96,1.07994,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
SLS,96,1.076682,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
ZURA,96,1.071941,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
VRT,96,1.069148,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
ASTI,96,1.061044,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
NEXA,96,1.052533,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
NVTS,96,1.052099,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
AEIS,96,1.044978,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
HURA,96,1.022964,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
MKSI,96,1.021429,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
FET,96,1.017394,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
CENX,96,1.012387,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
ADAG,96,1.012261,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
SKYT,96,1.002318,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
RHLD,96,0.996875,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
SGML,96,0.991559,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
MGNX,96,0.989709,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
UI,96,0.989067,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
DOCN,96,0.981299,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
DFTX,96,0.975071,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
FIGS,96,0.971392,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
RAPP,96,0.964146,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
EFXT,96,0.963361,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
LAR,96,0.962717,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
NCSM,96,0.960418,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
MBX,96,0.957517,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
LONA,96,0.956988,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
STOK,96,0.95395,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
ANNX,96,0.953836,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
PACS,96,0.952758,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
INTC,96,0.951509,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
ELVN,96,0.951295,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
EMPG,96,0.950557,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
ANAB,96,0.94902,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
NRGV,96,0.948439,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
GSAT,96,0.947938,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
RLYB,96,0.944533,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
TSHA,96,0.942603,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
SHIM,96,0.927288,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
MOD,96,0.92362,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
CLS,96,0.923109,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
GLUE,96,0.922352,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
ARIS,96,0.918671,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
SKYQ,96,0.906347,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
PARR,95,0.904045,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
OPEN,95,0.902874,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
PALI,95,0.902457,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
LRCX,95,0.895357,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
KYTX,95,0.88889,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
GCT,95,0.888803,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
LUNR,95,0.886406,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
AXGN,95,0.885564,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
BELFA,95,0.881464,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
SCZM,95,0.880441,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
PRPO,95,0.878957,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
TROO,95,0.877902,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
CNTX,95,0.870229,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
AVNS,95,0.868732,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
CGON,95,0.867774,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
BODI,95,0.866376,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
GITS,95,0.860567,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
SSP,95,0.858179,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
SITM,95,0.857727,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
AMLX,95,0.855674,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
ALB,95,0.85474,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
PUMP,95,0.851894,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
VISN,95,0.850993,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
BORR,95,0.847924,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
BIRD,95,0.841541,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
RFIL,95,0.832862,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
SND,95,0.821582,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
BELFB,95,0.820411,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
QTTB,95,0.818908,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
ONTO,95,0.81556,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
VATE,95,0.815447,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
FN,95,0.814457,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
SION,95,0.813135,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
HSHP,95,0.810616,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
DAN,95,0.808012,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
SMTC,95,0.804206,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
CLMT,95,0.802566,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
MTZ,95,0.79699,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
BUUU,95,0.795935,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
CURR,95,0.794549,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
OLMA,95,0.792585,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
PRE,95,0.792145,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
ALXO,95,0.790384,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
SHIP,95,0.788325,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
TH,95,0.786129,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
CRML,95,0.781293,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
PLAB,95,0.77948,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
TIGO,95,0.775463,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
CTNM,95,0.772411,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
IRDM,95,0.769763,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
GLSI,94,0.768526,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
APLS,94,0.767485,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
CSTM,94,0.76678,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
EWTX,94,0.760978,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
DHC,94,0.759689,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
NCEW,94,0.756772,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
BKSY,94,0.756254,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
NAT,94,0.754884,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
DBI,94,0.752574,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
KLIC,94,0.749564,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
BFLY,94,0.747524,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
HBM,94,0.746459,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
NBR,94,0.745447,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
TXG,94,0.744532,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
AIP,94,0.739366,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
TE,94,0.735954,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
CGAU,94,0.735917,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
XWEL,94,0.735615,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
VSCO,94,0.735571,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
DRTS,94,0.734957,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
EDRY,94,0.733857,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
VAL,94,0.733723,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
GRNQ,94,0.731319,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
ROIV,94,0.729446,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
ATI,94,0.724328,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
LGN,94,0.722074,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
KEYS,94,0.719666,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
ADTN,94,0.717745,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
MRVL,94,0.713743,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
RCKY,94,0.71082,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
FTI,94,0.706713,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
WHWK,94,0.703861,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
ESLA,94,0.703599,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
TEN,94,0.702938,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
KODK,94,0.700829,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
KGS,94,0.697479,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
IDN,94,0.696631,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
TVTX,94,0.694496,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
PAHC,94,0.694133,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
CABA,94,0.693878,2026-04-17,2026-04-20 04:32:04,us_common_stocks_v3,github_actions_yahoo
